category,process,processid,sourceip,destinationip,destinationport,source_file,source_dir,line_number,subnet,organization,country,asn,description
network_termination,Cursor.exe,11072,192.168.1.48,100.51.225.64,443,network_304_2025-12-28_08-50.log,ready,4722,100.51.225.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_connection,Cursor.exe,1016,192.168.1.48,3.234.203.114,443,network_304_2025-12-28_08-50.log,ready,4725,3.234.203.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_termination,Cursor.exe,11072,192.168.1.48,100.52.61.53,443,network_304_2025-12-28_08-50.log,ready,4746,100.52.61.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_termination,Cursor.exe,11072,192.168.1.48,44.219.223.51,443,network_304_2025-12-28_08-50.log,ready,4796,44.219.223.0/24,AMAZON-IAD,US,AS14618,"AMAZON-AES, US"
network_connection,Cursor.exe,11072,192.168.1.48,107.23.166.42,443,network_304_2025-12-28_08-50.log,ready,4840,107.23.166.0/24,AMAZON-EC2-8,US,AS14618,"AMAZON-AES, US"
network_termination,Cursor.exe,11072,192.168.1.48,52.22.228.94,443,network_304_2025-12-28_08-50.log,ready,4872,52.22.228.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_connection,Cursor.exe,11072,192.168.1.48,35.170.165.94,443,network_304_2025-12-28_08-50.log,ready,4892,35.170.165.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_connection,Cursor.exe,1016,192.168.1.48,100.52.18.56,443,network_304_2025-12-28_08-50.log,ready,4919,100.52.18.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_connection,Cursor.exe,1016,192.168.1.48,54.147.212.33,443,network_304_2025-12-28_08-50.log,ready,4941,54.147.212.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_connection,Cursor.exe,11072,192.168.1.48,50.19.251.120,443,network_304_2025-12-28_08-50.log,ready,4975,50.19.251.0/24,AMAZON-IAD,US,AS14618,"AMAZON-AES, US"
network_connection,Cursor.exe,11072,192.168.1.48,18.214.173.216,443,network_304_2025-12-28_08-50.log,ready,4990,18.214.173.0/24,AT-88-Z,US,AS14618,"AMAZON-AES, US"
network_termination,Windsurf.exe,9764,192.168.1.48,108.139.47.47,443,network_304_2025-12-28_08-50.log,ready,5180,108.139.47.0/24,AMAZON-CF,US,AS16509,"AMAZON-02, US"
network_connection,Windsurf.exe,9764,192.168.1.48,198.41.30.195,443,network_304_2025-12-28_08-50.log,ready,5173,198.41.30.0/24,BLK-198-41-30-0-7,CA,AS29988,"RCC-RDC-AS, CA"
network_connection,Windsurf.exe,9764,192.168.1.48,151.101.116.193,443,network_304_2025-12-28_08-50.log,ready,5195,151.101.116.0/24,SKYCA-3,US,AS54113,"FASTLY, US"
network_termination,Windsurf.exe,5352,192.168.1.48,40.79.189.59,443,network_304_2025-12-28_08-50.log,ready,5213,40.79.189.0/24,Microsoft Corporation,US,AS8075,Microsoft Azure
network_connection,python.exe,13556,192.168.1.48,151.101.128.223,443,network_304_2025-12-28_08-50.log,ready,5215,151.101.128.0/24,SKYCA-3,US,AS54113,"FASTLY, US"
network_connection,Cursor.exe,11072,192.168.1.48,18.233.245.59,443,network_304_2025-12-28_08-50.log,ready,5253,18.233.245.0/24,AT-88-Z,US,AS14618,"AMAZON-AES, US"
network_termination,Cursor.exe,11072,192.168.1.48,34.233.46.77,443,network_304_2025-12-28_08-50.log,ready,5402,34.233.46.0/24,AT-88-Z,US,AS14618,"AMAZON-AES, US"
network_connection,Cursor.exe,11072,192.168.1.48,34.205.230.207,443,network_304_2025-12-28_08-50.log,ready,5454,34.205.230.0/24,AT-88-Z,US,AS14618,"AMAZON-AES, US"
network_connection,Cursor.exe,11072,192.168.1.48,54.204.45.196,443,network_304_2025-12-28_08-50.log,ready,5478,54.204.45.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_connection,Cursor.exe,11072,192.168.1.48,13.219.155.123,443,network_304_2025-12-28_08-50.log,ready,5515,13.219.155.0/24,Microsoft Corporation,US,AS8075,Microsoft Azure
network_termination,Cursor.exe,11072,192.168.1.48,100.51.55.79,443,network_304_2025-12-28_08-50.log,ready,5551,100.51.55.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_termination,Cursor.exe,11072,192.168.1.48,54.205.165.162,443,network_304_2025-12-28_08-50.log,ready,5598,54.205.165.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_connection,Cursor.exe,11072,192.168.1.48,52.21.110.60,443,network_304_2025-12-28_08-50.log,ready,5683,52.21.110.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_connection,Cursor.exe,11072,192.168.1.48,44.212.116.29,443,network_304_2025-12-28_08-50.log,ready,5729,44.212.116.0/24,AMAZON-IAD,US,AS14618,"AMAZON-AES, US"
network_connection,Cursor.exe,11072,192.168.1.48,100.52.81.43,443,network_304_2025-12-28_08-50.log,ready,5853,100.52.81.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_termination,Cursor.exe,11072,192.168.1.48,52.3.184.127,443,network_304_2025-12-28_08-50.log,ready,5989,52.3.184.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_termination,Cursor.exe,11072,192.168.1.48,54.167.174.144,443,network_304_2025-12-28_08-50.log,ready,6018,54.167.174.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_connection,Cursor.exe,11072,192.168.1.48,98.90.130.114,443,network_304_2025-12-28_08-50.log,ready,6062,98.90.130.0/24,AMAZON-IAD,US,AS14618,"AMAZON-AES, US"
network_connection,Cursor.exe,11072,192.168.1.48,100.52.2.144,443,network_304_2025-12-28_08-50.log,ready,6115,100.52.2.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_connection,Cursor.exe,1016,192.168.1.48,98.83.49.182,443,network_304_2025-12-28_08-50.log,ready,6188,98.83.49.0/24,AMAZON-IAD,US,AS14618,"AMAZON-AES, US"
network_connection,Cursor.exe,11072,192.168.1.48,34.199.138.210,443,network_304_2025-12-28_08-50.log,ready,6198,34.199.138.0/24,AT-88-Z,US,AS14618,"AMAZON-AES, US"
network_termination,Cursor.exe,11072,192.168.1.48,35.175.35.212,443,network_304_2025-12-28_08-50.log,ready,6276,35.175.35.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_termination,Cursor.exe,1016,192.168.1.48,34.192.65.16,443,network_304_2025-12-28_08-50.log,ready,6387,34.192.65.0/24,AT-88-Z,US,AS14618,"AMAZON-AES, US"
network_termination,Cursor.exe,11072,192.168.1.48,98.89.77.104,443,network_304_2025-12-28_08-50.log,ready,6399,98.89.77.0/24,AMAZON-IAD,US,AS14618,"AMAZON-AES, US"
network_connection,Cursor.exe,11072,192.168.1.48,35.168.72.209,443,network_304_2025-12-28_08-50.log,ready,6430,35.168.72.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_termination,Cursor.exe,11072,192.168.1.48,3.234.162.108,443,network_304_2025-12-28_08-50.log,ready,6668,3.234.162.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_termination,Cursor.exe,11072,192.168.1.48,100.30.84.137,443,network_304_2025-12-28_08-50.log,ready,6748,100.30.84.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_connection,Cursor.exe,11072,192.168.1.48,100.52.49.142,443,network_304_2025-12-28_08-50.log,ready,6771,100.52.49.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_connection,Cursor.exe,11072,192.168.1.48,100.52.65.73,443,network_304_2025-12-28_08-50.log,ready,6864,100.52.65.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_connection,Cursor.exe,11072,192.168.1.48,100.49.96.132,443,network_304_2025-12-28_08-50.log,ready,6944,100.49.96.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_connection,Cursor.exe,11072,192.168.1.48,3.224.54.232,443,network_304_2025-12-28_08-50.log,ready,6994,3.224.54.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_connection,Cursor.exe,11072,192.168.1.48,52.1.194.173,443,network_304_2025-12-28_08-50.log,ready,7009,52.1.194.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_connection,Cursor.exe,1016,192.168.1.48,100.49.139.221,443,network_304_2025-12-28_08-50.log,ready,7054,100.49.139.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_connection,Cursor.exe,11072,192.168.1.48,44.194.247.60,443,network_304_2025-12-28_08-50.log,ready,7064,44.194.247.0/24,AMAZON-IAD,US,AS14618,"AMAZON-AES, US"
network_connection,Cursor.exe,11072,192.168.1.48,98.82.248.206,443,network_304_2025-12-28_08-50.log,ready,7116,98.82.248.0/24,AMAZON-IAD,US,AS14618,"AMAZON-AES, US"
network_connection,Cursor.exe,11072,192.168.1.48,3.232.80.56,443,network_304_2025-12-28_08-50.log,ready,7252,3.232.80.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_connection,Cursor.exe,11072,192.168.1.48,50.16.161.49,443,network_304_2025-12-28_08-50.log,ready,7317,50.16.161.0/24,AMAZON-IAD,US,AS14618,"AMAZON-AES, US"
network_termination,Cursor.exe,11072,192.168.1.48,54.158.171.166,443,network_304_2025-12-28_08-50.log,ready,7333,54.158.171.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_connection,Cursor.exe,11072,192.168.1.48,52.86.244.200,443,network_304_2025-12-28_08-50.log,ready,7458,52.86.244.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_connection,Cursor.exe,11072,192.168.1.48,54.167.139.47,443,network_304_2025-12-28_08-50.log,ready,7549,54.167.139.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_termination,Cursor.exe,11072,192.168.1.48,34.228.203.77,443,network_304_2025-12-28_08-50.log,ready,8123,34.228.203.0/24,AT-88-Z,US,AS14618,"AMAZON-AES, US"
network_connection,Cursor.exe,11072,192.168.1.48,100.48.235.214,443,network_304_2025-12-28_08-50.log,ready,8175,100.48.235.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_connection,Cursor.exe,11072,192.168.1.48,100.51.29.105,443,network_304_2025-12-28_08-50.log,ready,8268,100.51.29.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_termination,Cursor.exe,11072,192.168.1.48,3.212.153.72,443,network_304_2025-12-28_08-50.log,ready,8367,3.212.153.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_termination,Cursor.exe,11072,192.168.1.48,50.17.23.209,443,network_304_2025-12-28_08-50.log,ready,8400,50.17.23.0/24,AMAZON-IAD,US,AS14618,"AMAZON-AES, US"
network_termination,Cursor.exe,11072,192.168.1.48,34.194.245.13,443,network_304_2025-12-28_08-50.log,ready,8800,34.194.245.0/24,AT-88-Z,US,AS14618,"AMAZON-AES, US"
network_connection,Cursor.exe,1016,192.168.1.48,52.45.189.187,443,network_304_2025-12-28_08-50.log,ready,8824,52.45.189.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_connection,Cursor.exe,1016,192.168.1.48,100.50.21.129,443,network_304_2025-12-28_08-50.log,ready,8978,100.50.21.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_connection,Cursor.exe,11072,192.168.1.48,44.208.52.43,443,network_304_2025-12-28_08-50.log,ready,9065,44.208.52.0/24,AMAZON-IAD,US,AS14618,"AMAZON-AES, US"
network_termination,Cursor.exe,11072,192.168.1.48,44.196.17.58,443,network_304_2025-12-28_08-50.log,ready,9519,44.196.17.0/24,AMAZON-IAD,US,AS14618,"AMAZON-AES, US"
network_connection,Cursor.exe,1016,192.168.1.48,23.23.24.184,443,network_304_2025-12-28_08-50.log,ready,9784,23.23.24.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_connection,Cursor.exe,1016,192.168.1.48,100.52.153.90,443,network_304_2025-12-28_08-50.log,ready,10058,100.52.153.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_connection,Cursor.exe,1016,192.168.1.48,54.165.160.253,443,network_304_2025-12-28_08-50.log,ready,10122,54.165.160.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_connection,Cursor.exe,11072,192.168.1.48,100.50.11.243,443,network_304_2025-12-28_08-50.log,ready,10369,100.50.11.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_connection,Cursor.exe,11072,192.168.1.48,34.225.145.156,443,network_304_2025-12-28_08-50.log,ready,10443,34.225.145.0/24,AT-88-Z,US,AS14618,"AMAZON-AES, US"
network_connection,Cursor.exe,11072,192.168.1.48,100.51.171.88,443,network_304_2025-12-28_08-50.log,ready,11046,100.51.171.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_termination,Cursor.exe,11072,192.168.1.48,100.51.107.156,443,network_304_2025-12-28_08-50.log,ready,11722,100.51.107.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_connection,Cursor.exe,11072,192.168.1.48,98.89.132.230,443,network_304_2025-12-28_08-50.log,ready,12521,98.89.132.0/24,AMAZON-IAD,US,AS14618,"AMAZON-AES, US"
network_termination,Cursor.exe,11072,192.168.1.48,100.52.147.202,443,network_304_2025-12-28_08-50.log,ready,13297,100.52.147.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_termination,Cursor.exe,11072,192.168.1.48,44.205.75.81,443,network_304_2025-12-28_08-50.log,ready,14191,44.205.75.0/24,AMAZON-IAD,US,AS14618,"AMAZON-AES, US"
network_connection,Cursor.exe,11072,192.168.1.48,100.51.67.95,443,network_304_2025-12-28_08-50.log,ready,15688,100.51.67.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_connection,Cursor.exe,11072,192.168.1.48,52.5.146.27,443,network_304_2025-12-28_08-50.log,ready,15973,52.5.146.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_connection,Cursor.exe,1016,192.168.1.48,3.89.203.156,443,network_304_2025-12-28_08-50.log,ready,16320,3.89.203.0/24,Amazon Technologies Inc.,US,AS16509,AWS Cloud
network_termination,python.exe,72,192.168.1.48,20.150.70.36,443,network_244_2025-12-29_14-31.log,ready,560,20.150.70.0/24,Microsoft Corporation,US,AS8075,Microsoft Azure
network_connection,claude.exe,2512,192.168.1.48,160.79.104.10,443,network_367_2025-12-30_00-00.log,ready,4895,160.79.104.0/24,AP-2440,US,AS399358,"ANTHROPIC, US"
network_connection,claude.exe,2512,192.168.1.48,34.36.57.103,443,network_367_2025-12-30_00-00.log,ready,4897,34.36.57.0/24,GOOGL-2,US,AS396982,"GOOGLE-CLOUD-PLATFORM, US"
network_connection,claude.exe,11416,192.168.1.48,34.149.66.137,443,network_367_2025-12-30_00-00.log,ready,4976,34.149.66.0/24,GOOGL-2,US,AS396982,"GOOGLE-CLOUD-PLATFORM, US"
network_connection,Code.exe,8468,192.168.1.48,20.209.244.228,443,network_367_2025-12-30_00-00.log,ready,6950,20.209.244.0/24,Microsoft Corporation,US,AS8075,Microsoft Azure
network_termination,Code.exe,16664,192.168.1.48,20.189.172.33,443,network_367_2025-12-30_00-00.log,ready,6962,20.189.172.0/24,Microsoft Corporation,US,AS8075,Microsoft Azure
network_connection,Code.exe,8468,192.168.1.48,4.249.131.160,443,network_367_2025-12-30_00-00.log,ready,6958,4.249.131.0/24,MSFT,US,AS8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US"
network_termination,Code.exe,15452,192.168.1.48,13.69.116.104,443,network_367_2025-12-30_00-00.log,ready,7751,13.69.116.0/24,Microsoft Corporation,US,AS8075,Microsoft Azure
network_connection,Code.exe,8468,192.168.1.48,104.21.80.27,443,network_367_2025-12-30_00-00.log,ready,7791,104.21.80.0/24,Microsoft Corporation,US,AS8075,Microsoft Azure
network_connection,Code.exe,15452,192.168.1.48,51.104.15.252,443,network_367_2025-12-30_00-00.log,ready,7795,51.104.15.0/24,cloud,GB,AS8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US"
network_termination,Code.exe,15452,192.168.1.48,13.78.111.199,443,network_367_2025-12-30_00-00.log,ready,8582,13.78.111.0/24,Microsoft Corporation,US,AS8075,Microsoft Azure
network_connection,Code.exe,15452,192.168.1.48,40.79.141.154,443,network_367_2025-12-30_00-00.log,ready,9071,40.79.141.0/24,Microsoft Corporation,US,AS8075,Microsoft Azure
network_connection,Code.exe,15452,192.168.1.48,40.74.98.193,443,network_367_2025-12-30_00-00.log,ready,9785,40.74.98.0/24,Microsoft Corporation,US,AS8075,Microsoft Azure
network_connection,python.exe,39884,192.168.1.48,151.101.64.223,443,network_367_2025-12-30_00-00.log,ready,17040,151.101.64.0/24,SKYCA-3,US,AS54113,"FASTLY, US"
network_termination,Code.exe,8468,192.168.1.48,13.70.79.200,443,network_367_2025-12-30_00-00.log,ready,20157,13.70.79.0/24,Microsoft Corporation,US,AS8075,Microsoft Azure
network_termination,python.exe,89408,192.168.1.48,20.150.79.68,443,network_816_2025-12-31_00-00.log,ready,21515,20.150.79.0/24,Microsoft Corporation,US,AS8075,Microsoft Azure
network_connection,Windsurf.exe,1440,192.168.1.48,40.90.64.7,443,network_827_2026-01-07_00-00.log,ready,12149,40.90.64.0/24,Microsoft Corporation,US,AS8075,Microsoft Azure
network_termination,python.exe,2752,192.168.1.48,199.71.0.160,443,network_582_2026-01-11_09-34.log,ready,330,199.71.0.0/24,ARIN-PFS-SJC,US,AS393220,"ARIN-PFS-SJC, US"
network_connection,python.exe,0,192.168.1.48,185.199.109.133,443,manual_addition,fps,0,185.199.108.0/22,"GitHub, Inc.",US,AS36459,GitHub Pages
network_connection,python.exe,0,192.168.1.48,185.199.110.133,443,manual_addition,fps,0,185.199.108.0/22,"GitHub, Inc.",US,AS36459,GitHub Pages
network_connection,python.exe,0,192.168.1.48,193.0.6.151,443,manual_addition,fps,0,193.0.6.0/24,RIPE Network Coordination Centre,NL,AS3333,RIPE NCC Infrastructure
network_connection,python.exe,0,192.168.1.48,199.212.0.160,443,manual_addition,fps,0,199.212.0.0/22,Akamai Technologies,US,AS20940,Akamai CDN
network_connection,python.exe,0,192.168.1.48,204.79.197.219,80,manual_addition,fps,0,204.79.197.0/24,Microsoft Corporation,US,AS8075,Microsoft Corporation
network_connection,Windsurf.exe,0,192.168.1.48,104.212.67.124,443,manual_addition,fps,0,104.212.0.0/16,Microsoft Corporation,US,AS8075,Microsoft Azure
network_connection,Windsurf.exe,0,192.168.1.48,13.107.213.40,443,manual_addition,fps,0,13.107.0.0/16,Microsoft Corporation,US,AS8075,Microsoft Azure
network_connection,Windsurf.exe,0,192.168.1.48,13.33.82.116,443,manual_addition,fps,0,13.33.0.0/16,Amazon Technologies Inc.,US,AS16509,AWS CloudFront
network_connection,Windsurf.exe,0,192.168.1.48,13.89.179.8,443,manual_addition,fps,0,13.89.0.0/16,Microsoft Corporation,US,AS8075,Microsoft Azure
network_connection,Windsurf.exe,0,192.168.1.48,172.64.155.209,443,manual_addition,fps,0,172.64.0.0/13,"Cloudflare, Inc.",US,AS13335,Cloudflare CDN
network_connection,Windsurf.exe,0,192.168.1.48,20.189.173.2,443,manual_addition,fps,0,20.189.0.0/16,Microsoft Corporation,US,AS8075,Microsoft Azure
network_connection,Windsurf.exe,0,192.168.1.48,20.42.73.24,443,manual_addition,fps,0,20.42.0.0/16,Microsoft Corporation,US,AS8075,Microsoft Azure
network_connection,Windsurf.exe,0,192.168.1.48,20.50.201.205,443,manual_addition,fps,0,20.50.0.0/16,Microsoft Corporation,US,AS8075,Microsoft Azure
network_connection,Windsurf.exe,0,192.168.1.48,34.120.195.249,443,manual_addition,fps,0,34.120.0.0/16,Google LLC,US,AS15169,Google Cloud
network_connection,Windsurf.exe,0,192.168.1.48,34.49.14.144,443,manual_addition,fps,0,34.49.0.0/16,Google LLC,US,AS15169,Google Cloud
network_connection,Windsurf.exe,0,192.168.1.48,35.223.238.178,443,manual_addition,fps,0,35.223.0.0/16,Google LLC,US,AS15169,Google Cloud
network_connection,Windsurf.exe,0,192.168.1.48,51.116.246.106,443,manual_addition,fps,0,51.116.0.0/16,Microsoft Corporation,US,AS8075,Microsoft Azure
network_connection,Windsurf.exe,0,192.168.1.48,52.182.143.214,443,manual_addition,fps,0,52.182.0.0/16,Microsoft Corporation,US,AS8075,Microsoft Azure
network_connection,GitHubDesktop.exe,0,192.168.1.48,140.82.112.21,443,manual_addition,fps,0,140.82.112.0/20,"GitHub, Inc.",US,AS36459,GitHub Infrastructure
network_connection,Code.exe,0,192.168.1.48,104.46.162.224,443,manual_addition,fps,0,104.46.0.0/16,Microsoft Corporation,US,AS8075,Microsoft Azure
network_connection,Code.exe,0,192.168.1.48,104.98.115.136,443,manual_addition,fps,0,104.98.0.0/16,Microsoft Corporation,US,AS8075,Microsoft Azure
network_connection,Code.exe,0,192.168.1.48,13.69.239.79,443,manual_addition,fps,0,13.69.0.0/16,Microsoft Corporation,US,AS8075,Microsoft Azure
network_connection,Code.exe,0,192.168.1.48,150.171.73.16,443,manual_addition,fps,0,150.171.0.0/16,Microsoft Corporation,US,AS8075,Microsoft Azure
network_connection,Code.exe,0,192.168.1.48,20.44.10.122,443,manual_addition,fps,0,20.44.0.0/16,Microsoft Corporation,US,AS8075,Microsoft Azure
network_connection,Code.exe,0,192.168.1.48,23.200.3.10,443,manual_addition,fps,0,23.200.0.0/16,Akamai Technologies,US,AS20940,Akamai CDN
network_connection,Code.exe,0,192.168.1.48,23.221.236.105,443,manual_addition,fps,0,23.221.0.0/16,Akamai Technologies,US,AS20940,Akamai CDN
network_connection,Code.exe,0,192.168.1.48,23.44.201.207,443,manual_addition,fps,0,23.44.0.0/16,Akamai Technologies,US,AS20940,Akamai CDN
network_connection,Code.exe,0,192.168.1.48,40.79.150.122,443,manual_addition,fps,0,40.79.0.0/16,Microsoft Corporation,US,AS8075,Microsoft Azure
network_connection,Code.exe,0,192.168.1.48,51.105.71.136,443,manual_addition,fps,0,51.105.0.0/16,Microsoft Corporation,US,AS8075,Microsoft Azure
network_connection,Code.exe,0,192.168.1.48,51.132.193.104,443,manual_addition,fps,0,51.132.0.0/16,Microsoft Corporation,US,AS8075,Microsoft Azure
network_connection,Code.exe,0,192.168.1.48,52.168.112.67,443,manual_addition,fps,0,52.168.0.0/16,Microsoft Corporation,US,AS8075,Microsoft Azure
network_connection,Cursor.exe,0,192.168.1.48,100.49.136.57,443,manual_addition,fps,0,100.49.0.0/16,Amazon Technologies Inc.,US,AS16509,AWS CloudFront
network_connection,Cursor.exe,0,192.168.1.48,100.50.1.28,443,manual_addition,fps,0,100.50.0.0/16,Amazon Technologies Inc.,US,AS16509,AWS CloudFront
network_connection,Cursor.exe,0,192.168.1.48,100.51.11.223,443,manual_addition,fps,0,100.51.0.0/16,Amazon Technologies Inc.,US,AS16509,AWS CloudFront
network_connection,Cursor.exe,0,192.168.1.48,104.18.16.128,443,manual_addition,fps,0,104.18.0.0/15,"Cloudflare, Inc.",US,AS13335,Cloudflare CDN
network_connection,Cursor.exe,0,192.168.1.48,104.20.38.66,443,manual_addition,fps,0,104.20.0.0/16,"Cloudflare, Inc.",US,AS13335,Cloudflare CDN
network_connection,Cursor.exe,0,192.168.1.48,104.26.8.156,443,manual_addition,fps,0,104.26.0.0/16,"Cloudflare, Inc.",US,AS13335,Cloudflare CDN
network_connection,Cursor.exe,0,192.168.1.48,13.216.183.89,443,manual_addition,fps,0,13.216.0.0/14,Amazon Technologies Inc.,US,AS16509,AWS CloudFront
network_connection,Cursor.exe,0,192.168.1.48,13.248.241.7,443,manual_addition,fps,0,13.248.0.0/16,Amazon Technologies Inc.,US,AS16509,AWS CloudFront
network_connection,Cursor.exe,0,192.168.1.48,18.233.176.207,443,manual_addition,fps,0,18.233.0.0/16,Amazon Technologies Inc.,US,AS14618,AWS EC2 us-east-1
network_connection,Cursor.exe,0,192.168.1.48,18.235.180.212,443,manual_addition,fps,0,18.235.0.0/16,Amazon Technologies Inc.,US,AS14618,AWS EC2 us-east-1
network_connection,Cursor.exe,0,192.168.1.48,3.218.117.119,443,manual_addition,fps,0,3.218.0.0/16,Amazon Technologies Inc.,US,AS14618,AWS EC2 us-east-1
network_connection,Cursor.exe,0,192.168.1.48,3.222.55.113,443,manual_addition,fps,0,3.222.0.0/16,Amazon Technologies Inc.,US,AS14618,AWS EC2 us-east-1
network_connection,Cursor.exe,0,192.168.1.48,3.228.76.222,443,manual_addition,fps,0,3.228.0.0/16,Amazon Technologies Inc.,US,AS14618,AWS EC2 us-east-1
network_connection,Cursor.exe,0,192.168.1.48,3.229.121.154,443,manual_addition,fps,0,3.229.0.0/16,Amazon Technologies Inc.,US,AS14618,AWS EC2 us-east-1
network_connection,Cursor.exe,0,192.168.1.48,34.193.215.45,443,manual_addition,fps,0,34.193.0.0/16,Amazon Technologies Inc.,US,AS14618,AWS EC2 us-east-1
network_connection,Cursor.exe,0,192.168.1.48,34.195.35.244,443,manual_addition,fps,0,34.195.0.0/16,Amazon Technologies Inc.,US,AS14618,AWS EC2 us-east-1
network_connection,Cursor.exe,0,192.168.1.48,34.199.141.235,443,manual_addition,fps,0,34.199.0.0/16,Amazon Technologies Inc.,US,AS14618,AWS EC2 us-east-1
network_connection,Cursor.exe,0,192.168.1.48,34.202.22.152,443,manual_addition,fps,0,34.202.0.0/16,Amazon Technologies Inc.,US,AS14618,AWS EC2 us-east-1
network_connection,Cursor.exe,0,192.168.1.48,34.204.28.24,443,manual_addition,fps,0,34.204.0.0/16,Amazon Technologies Inc.,US,AS14618,AWS EC2 us-east-1
network_connection,Cursor.exe,0,192.168.1.48,34.205.97.182,443,manual_addition,fps,0,34.205.0.0/16,Amazon Technologies Inc.,US,AS14618,AWS EC2 us-east-1
network_connection,Cursor.exe,0,192.168.1.48,34.237.110.89,443,manual_addition,fps,0,34.237.0.0/16,Amazon Technologies Inc.,US,AS14618,AWS EC2 us-east-1
network_connection,Cursor.exe,0,192.168.1.48,44.199.167.188,443,manual_addition,fps,0,44.199.0.0/16,Amazon Technologies Inc.,US,AS14618,AWS EC2 us-east-1
network_connection,Cursor.exe,0,192.168.1.48,44.213.139.177,443,manual_addition,fps,0,44.213.0.0/16,Amazon Technologies Inc.,US,AS14618,AWS EC2 us-east-1
network_connection,Cursor.exe,0,192.168.1.48,44.214.245.126,443,manual_addition,fps,0,44.214.0.0/16,Amazon Technologies Inc.,US,AS14618,AWS EC2 us-east-1
network_connection,Cursor.exe,0,192.168.1.48,50.16.188.79,443,manual_addition,fps,0,50.16.0.0/14,Amazon Technologies Inc.,US,AS14618,AWS EC2 us-east-1
network_connection,Cursor.exe,0,192.168.1.48,52.45.88.155,443,manual_addition,fps,0,52.45.0.0/16,Amazon Technologies Inc.,US,AS14618,AWS EC2 us-east-1
